Algorithm Used,Memory Depth,Mutation Rate,Opponent_Name,Coop Rate,Evaluation
Tabular Seach,2,0.05,TFT,1,1
Tabular Seach,2,0.05,TitForTwoTats,0.335,0
Tabular Seach,2,0.05,ShortTermTitForTat,1,1
Tabular Seach,2,0.05,AlwaysDefect,0.005,0
Tabular Seach,2,0.05,AlwaysCooperate,1,1
Tabular Seach,2,0.05,RandomStrategy,0.005,0
Tabular Seach,2,0.05,GrimTrigger,0.005,0
Tabular Seach,2,0.05,ZDGTFT2,1,1
Tabular Seach,2,0.05,Extort2,0.605,0
Tabular Seach,2,0.05,HardJoss,1,0
Tabular Seach,2,0.05,GTFT,1,1
Tabular Seach,2,0.05,WSLS,0.335,0
Tabular Seach,2,0.05,HardMajo,0.995,0
Tabular Seach,2,0.05,Grudger,0.01,0
Tabular Seach,2,0.05,Prober,0.015,0
Tabular Seach,3,0.01,TFT,1,1
Tabular Seach,3,0.01,TitForTwoTats,1,1
Tabular Seach,3,0.01,ShortTermTitForTat,1,1
Tabular Seach,3,0.01,AlwaysDefect,0.005,0
Tabular Seach,3,0.01,AlwaysCooperate,0.005,0
Tabular Seach,3,0.01,RandomStrategy,0.755,0
Tabular Seach,3,0.01,GrimTrigger,0.005,0
Tabular Seach,3,0.01,ZDGTFT2,0.61,0
Tabular Seach,3,0.01,Extort2,0.635,0
Tabular Seach,3,0.01,HardJoss,0.53,0
Tabular Seach,3,0.01,GTFT,1,1
Tabular Seach,3,0.01,WSLS,1,1
Tabular Seach,3,0.01,HardMajo,0.5,0
Tabular Seach,3,0.01,Grudger,1,1
Tabular Seach,3,0.01,Prober,0.005,0
Tabular Seach,4,0.05,TFT,1,1
Tabular Seach,4,0.05,TitForTwoTats,0.4,0
Tabular Seach,4,0.05,ShortTermTitForTat,1,1
Tabular Seach,4,0.05,AlwaysDefect,0.005,0
Tabular Seach,4,0.05,AlwaysCooperate,0.005,0
Tabular Seach,4,0.05,RandomStrategy,0.415,0
Tabular Seach,4,0.05,GrimTrigger,0.99,0
Tabular Seach,4,0.05,ZDGTFT2,1,1
Tabular Seach,4,0.05,Extort2,0.735,0
Tabular Seach,4,0.05,HardJoss,0.51,0
Tabular Seach,4,0.05,GTFT,1,1
Tabular Seach,4,0.05,WSLS,1,1
Tabular Seach,4,0.05,HardMajo,0.5,0
Tabular Seach,4,0.05,Grudger,1,0
Tabular Seach,4,0.05,Prober,0.02,0
Tabular Seach,2,0.1,TFT,1,1
Tabular Seach,2,0.1,TitForTwoTats,1,1
Tabular Seach,2,0.1,ShortTermTitForTat,1,1
Tabular Seach,2,0.1,AlwaysDefect,0.005,0
Tabular Seach,2,0.1,AlwaysCooperate,0.005,0
Tabular Seach,2,0.1,RandomStrategy,0.005,0
Tabular Seach,2,0.1,GrimTrigger,1,0
Tabular Seach,2,0.1,ZDGTFT2,1,1
Tabular Seach,2,0.1,Extort2,0.89,0
Tabular Seach,2,0.1,HardJoss,1,0
Tabular Seach,2,0.1,GTFT,1,1
Tabular Seach,2,0.1,WSLS,0.005,0
Tabular Seach,2,0.1,HardMajo,0.995,0
Tabular Seach,2,0.1,Grudger,0.01,0
Tabular Seach,2,0.1,Prober,0.985,0
Tabular Seach,2,0.05,TFT,1,1
Tabular Seach,2,0.05,TitForTwoTats,0.335,0
Tabular Seach,2,0.05,ShortTermTitForTat,1,1
Tabular Seach,2,0.05,AlwaysDefect,0.995,0
Tabular Seach,2,0.05,AlwaysCooperate,0.005,0
Tabular Seach,2,0.05,RandomStrategy,0.525,0
Tabular Seach,2,0.05,GrimTrigger,0.005,0
Tabular Seach,2,0.05,ZDGTFT2,1,1
Tabular Seach,2,0.05,Extort2,0.815,0
Tabular Seach,2,0.05,HardJoss,1,0
Tabular Seach,2,0.05,GTFT,1,1
Tabular Seach,2,0.05,WSLS,0.335,0
Tabular Seach,2,0.05,HardMajo,0.995,0
Tabular Seach,2,0.05,Grudger,0.01,0
Tabular Seach,2,0.05,Prober,0.015,0
Tabular Seach,3,0.05,TFT,1,1
Tabular Seach,3,0.05,TitForTwoTats,0.425,0
Tabular Seach,3,0.05,ShortTermTitForTat,1,1
Tabular Seach,3,0.05,AlwaysDefect,0.99,0
Tabular Seach,3,0.05,AlwaysCooperate,0.005,0
Tabular Seach,3,0.05,RandomStrategy,0.35,0
Tabular Seach,3,0.05,GrimTrigger,0.01,0
Tabular Seach,3,0.05,ZDGTFT2,1,1
Tabular Seach,3,0.05,Extort2,0.78,0
Tabular Seach,3,0.05,HardJoss,1,0
Tabular Seach,3,0.05,GTFT,1,1
Tabular Seach,3,0.05,WSLS,0.335,0
Tabular Seach,3,0.05,HardMajo,0.5,0
Tabular Seach,3,0.05,Grudger,0.01,0
Tabular Seach,3,0.05,Prober,0.99,0
Tabular Seach,4,0.05,TFT,1,1
Tabular Seach,4,0.05,TitForTwoTats,0.425,0
Tabular Seach,4,0.05,ShortTermTitForTat,1,1
Tabular Seach,4,0.05,AlwaysDefect,0.005,0
Tabular Seach,4,0.05,AlwaysCooperate,0.005,0
Tabular Seach,4,0.05,RandomStrategy,0.34,0
Tabular Seach,4,0.05,GrimTrigger,0.015,0
Tabular Seach,4,0.05,ZDGTFT2,1,1
Tabular Seach,4,0.05,Extort2,0.675,0
Tabular Seach,4,0.05,HardJoss,1,0
Tabular Seach,4,0.05,GTFT,1,1
Tabular Seach,4,0.05,WSLS,0.005,0
Tabular Seach,4,0.05,HardMajo,0.99,1
Tabular Seach,4,0.05,Grudger,0.01,0
Tabular Seach,4,0.05,Prober,0.015,0
Tabular Seach,1,0.05,TFT,1,1
Tabular Seach,1,0.05,TitForTwoTats,1,1
Tabular Seach,1,0.05,ShortTermTitForTat,1,1
Tabular Seach,1,0.05,AlwaysDefect,0.005,0
Tabular Seach,1,0.05,AlwaysCooperate,0.005,0
Tabular Seach,1,0.05,RandomStrategy,0.005,0
Tabular Seach,1,0.05,GrimTrigger,0.005,0
Tabular Seach,1,0.05,ZDGTFT2,1,1
Tabular Seach,1,0.05,Extort2,0.615,0
Tabular Seach,1,0.05,HardJoss,0.52,0
Tabular Seach,1,0.05,GTFT,1,1
Tabular Seach,1,0.05,WSLS,0.335,0
Tabular Seach,1,0.05,HardMajo,1,0
Tabular Seach,1,0.05,Grudger,0.005,0
Tabular Seach,1,0.05,Prober,0.005,0
Tabular Seach,5,0.1,TFT,1,1
Tabular Seach,5,0.1,TitForTwoTats,0.445,0
Tabular Seach,5,0.1,ShortTermTitForTat,1,1
Tabular Seach,5,0.1,AlwaysDefect,0.005,0
Tabular Seach,5,0.1,AlwaysCooperate,0.005,0
Tabular Seach,5,0.1,RandomStrategy,0.46,0
Tabular Seach,5,0.1,GrimTrigger,0.02,0
Tabular Seach,5,0.1,ZDGTFT2,1,1
Tabular Seach,5,0.1,Extort2,0.575,0
Tabular Seach,5,0.1,HardJoss,0.74,0
Tabular Seach,5,0.1,GTFT,0.53,0
Tabular Seach,5,0.1,WSLS,0.425,0
Tabular Seach,5,0.1,HardMajo,0.5,0
Tabular Seach,5,0.1,Grudger,0.005,0
Tabular Seach,5,0.1,Prober,0.03,0
Tabular Seach,2,0.05,TFT,1,1
Tabular Seach,2,0.05,TitForTwoTats,1,1
Tabular Seach,2,0.05,ShortTermTitForTat,1,1
Tabular Seach,2,0.05,AlwaysDefect,0.01,0
Tabular Seach,2,0.05,AlwaysCooperate,0.005,0
Tabular Seach,2,0.05,RandomStrategy,0.005,0
Tabular Seach,2,0.05,GrimTrigger,0.005,0
Tabular Seach,2,0.05,ZDGTFT2,1,1
Tabular Seach,2,0.05,Extort2,0.95,0
Tabular Seach,2,0.05,HardJoss,1,0
Tabular Seach,2,0.05,GTFT,1,1
Tabular Seach,2,0.05,WSLS,0.005,0
Tabular Seach,2,0.05,HardMajo,0.98,0
Tabular Seach,2,0.05,Grudger,0.005,0
Tabular Seach,2,0.05,Prober,0.985,0
Tabular Seach,2,0.01,TFT,1,1
Tabular Seach,2,0.01,TitForTwoTats,0.335,0
Tabular Seach,2,0.01,ShortTermTitForTat,1,1
Tabular Seach,2,0.01,AlwaysDefect,1,0
Tabular Seach,2,0.01,AlwaysCooperate,0.005,0
Tabular Seach,2,0.01,RandomStrategy,0.27,0
Tabular Seach,2,0.01,GrimTrigger,1,0
Tabular Seach,2,0.01,ZDGTFT2,1,1
Tabular Seach,2,0.01,Extort2,0.04,0
Tabular Seach,2,0.01,HardJoss,1,0
Tabular Seach,2,0.01,GTFT,0.41,0
Tabular Seach,2,0.01,WSLS,0.425,0
Tabular Seach,2,0.01,HardMajo,0.98,0
Tabular Seach,2,0.01,Grudger,0.01,0
Tabular Seach,2,0.01,Prober,0.395,0
Tabular Seach,1,0.01,TFT,1,1
Tabular Seach,1,0.01,TitForTwoTats,0.005,0
Tabular Seach,1,0.01,ShortTermTitForTat,0.5,0
Tabular Seach,1,0.01,AlwaysDefect,1,0
Tabular Seach,1,0.01,AlwaysCooperate,0.005,0
Tabular Seach,1,0.01,RandomStrategy,0.005,0
Tabular Seach,1,0.01,GrimTrigger,0.005,0
Tabular Seach,1,0.01,ZDGTFT2,1,1
Tabular Seach,1,0.01,Extort2,0.015,0
Tabular Seach,1,0.01,HardJoss,1,0
Tabular Seach,1,0.01,GTFT,1,1
Tabular Seach,1,0.01,WSLS,0.005,0
Tabular Seach,1,0.01,HardMajo,1,0
Tabular Seach,1,0.01,Grudger,0.005,0
Tabular Seach,1,0.01,Prober,0.99,0
Tabular Seach,1,0.1,TFT,1,1
Tabular Seach,1,0.1,TitForTwoTats,1,1
Tabular Seach,1,0.1,ShortTermTitForTat,1,1
Tabular Seach,1,0.1,AlwaysDefect,0.005,0
Tabular Seach,1,0.1,AlwaysCooperate,0.005,0
Tabular Seach,1,0.1,RandomStrategy,0.005,0
Tabular Seach,1,0.1,GrimTrigger,0.005,0
Tabular Seach,1,0.1,ZDGTFT2,1,1
Tabular Seach,1,0.1,Extort2,1,0
Tabular Seach,1,0.1,HardJoss,1,0
Tabular Seach,1,0.1,GTFT,1,1
Tabular Seach,1,0.1,WSLS,0.335,0
Tabular Seach,1,0.1,HardMajo,1,0
Tabular Seach,1,0.1,Grudger,0.005,0
Tabular Seach,1,0.1,Prober,0.015,0
Tabular Seach,1,0.1,TFT,1,1
Tabular Seach,1,0.1,TitForTwoTats,1,1
Tabular Seach,1,0.1,ShortTermTitForTat,1,1
Tabular Seach,1,0.1,AlwaysDefect,0.005,0
Tabular Seach,1,0.1,AlwaysCooperate,0.005,0
Tabular Seach,1,0.1,RandomStrategy,0.005,0
Tabular Seach,1,0.1,GrimTrigger,0.005,0
Tabular Seach,1,0.1,ZDGTFT2,1,1
Tabular Seach,1,0.1,Extort2,1,0
Tabular Seach,1,0.1,HardJoss,1,0
Tabular Seach,1,0.1,GTFT,1,1
Tabular Seach,1,0.1,WSLS,0.005,0
Tabular Seach,1,0.1,HardMajo,1,0
Tabular Seach,1,0.1,Grudger,1,0
Tabular Seach,1,0.1,Prober,0.005,0
Tabular Seach,1,0.01,TFT,1,1
Tabular Seach,1,0.01,TitForTwoTats,1,1
Tabular Seach,1,0.01,ShortTermTitForTat,0.5,0
Tabular Seach,1,0.01,AlwaysDefect,1,0
Tabular Seach,1,0.01,AlwaysCooperate,0.005,0
Tabular Seach,1,0.01,RandomStrategy,0.005,0
Tabular Seach,1,0.01,GrimTrigger,1,1
Tabular Seach,1,0.01,ZDGTFT2,0.44,0
Tabular Seach,1,0.01,Extort2,1,0
Tabular Seach,1,0.01,HardJoss,1,0
Tabular Seach,1,0.01,GTFT,0.41,0
Tabular Seach,1,0.01,WSLS,1,1
Tabular Seach,1,0.01,HardMajo,0.505,0
Tabular Seach,1,0.01,Grudger,0.005,0
Tabular Seach,1,0.01,Prober,0.015,0
Tabular Seach,2,0.1,TFT,1,1
Tabular Seach,2,0.1,TitForTwoTats,1,1
Tabular Seach,2,0.1,ShortTermTitForTat,1,1
Tabular Seach,2,0.1,AlwaysDefect,0.005,0
Tabular Seach,2,0.1,AlwaysCooperate,0.005,0
Tabular Seach,2,0.1,RandomStrategy,0.455,0
Tabular Seach,2,0.1,GrimTrigger,0.005,0
Tabular Seach,2,0.1,ZDGTFT2,1,1
Tabular Seach,2,0.1,Extort2,0.915,0
Tabular Seach,2,0.1,HardJoss,1,0
Tabular Seach,2,0.1,GTFT,1,1
Tabular Seach,2,0.1,WSLS,0.005,0
Tabular Seach,2,0.1,HardMajo,0.995,0
Tabular Seach,2,0.1,Grudger,0.01,0
Tabular Seach,2,0.1,Prober,0.005,0
Tabular Seach,4,0.05,TFT,1,1
Tabular Seach,4,0.05,TitForTwoTats,0.38,0
Tabular Seach,4,0.05,ShortTermTitForTat,1,1
Tabular Seach,4,0.05,AlwaysDefect,0.005,0
Tabular Seach,4,0.05,AlwaysCooperate,0.005,0
Tabular Seach,4,0.05,RandomStrategy,0.22,0
Tabular Seach,4,0.05,GrimTrigger,1,0
Tabular Seach,4,0.05,ZDGTFT2,1,1
Tabular Seach,4,0.05,Extort2,0.755,0
Tabular Seach,4,0.05,HardJoss,0.525,0
Tabular Seach,4,0.05,GTFT,1,1
Tabular Seach,4,0.05,WSLS,0.205,0
Tabular Seach,4,0.05,HardMajo,0.99,1
Tabular Seach,4,0.05,Grudger,0.005,0
Tabular Seach,4,0.05,Prober,0.01,0
Tabular Seach,3,0.05,TFT,1,1
Tabular Seach,3,0.05,TitForTwoTats,0.335,0
Tabular Seach,3,0.05,ShortTermTitForTat,1,1
Tabular Seach,3,0.05,AlwaysDefect,0.01,0
Tabular Seach,3,0.05,AlwaysCooperate,0.005,0
Tabular Seach,3,0.05,RandomStrategy,0.46,0
Tabular Seach,3,0.05,GrimTrigger,0.01,0
Tabular Seach,3,0.05,ZDGTFT2,1,1
Tabular Seach,3,0.05,Extort2,0.995,0
Tabular Seach,3,0.05,HardJoss,0.77,0
Tabular Seach,3,0.05,GTFT,1,1
Tabular Seach,3,0.05,WSLS,1,1
Tabular Seach,3,0.05,HardMajo,0.5,0
Tabular Seach,3,0.05,Grudger,0.015,0
Tabular Seach,3,0.05,Prober,0.015,0
Tabular Seach,2,0.01,TFT,0.5,0
Tabular Seach,2,0.01,TitForTwoTats,0.335,0
Tabular Seach,2,0.01,ShortTermTitForTat,1,1
Tabular Seach,2,0.01,AlwaysDefect,0.995,0
Tabular Seach,2,0.01,AlwaysCooperate,0.005,0
Tabular Seach,2,0.01,RandomStrategy,0.515,0
Tabular Seach,2,0.01,GrimTrigger,1,1
Tabular Seach,2,0.01,ZDGTFT2,0.45,0
Tabular Seach,2,0.01,Extort2,0.915,0
Tabular Seach,2,0.01,HardJoss,0.335,0
Tabular Seach,2,0.01,GTFT,1,1
Tabular Seach,2,0.01,WSLS,0.335,0
Tabular Seach,2,0.01,HardMajo,1,0
Tabular Seach,2,0.01,Grudger,1,1
Tabular Seach,2,0.01,Prober,0.43,0
Tabular Seach,3,0.05,TFT,1,1
Tabular Seach,3,0.05,TitForTwoTats,0.425,0
Tabular Seach,3,0.05,ShortTermTitForTat,1,1
Tabular Seach,3,0.05,AlwaysDefect,0.005,0
Tabular Seach,3,0.05,AlwaysCooperate,0.005,0
Tabular Seach,3,0.05,RandomStrategy,0.37,0
Tabular Seach,3,0.05,GrimTrigger,0.015,0
Tabular Seach,3,0.05,ZDGTFT2,1,1
Tabular Seach,3,0.05,Extort2,0.825,0
Tabular Seach,3,0.05,HardJoss,0.66,0
Tabular Seach,3,0.05,GTFT,1,1
Tabular Seach,3,0.05,WSLS,0.5,0
Tabular Seach,3,0.05,HardMajo,0.5,0
Tabular Seach,3,0.05,Grudger,0.99,0
Tabular Seach,3,0.05,Prober,0.98,0
Tabular Seach,3,0.1,TFT,1,1
Tabular Seach,3,0.1,TitForTwoTats,0.4,0
Tabular Seach,3,0.1,ShortTermTitForTat,1,1
Tabular Seach,3,0.1,AlwaysDefect,0.005,0
Tabular Seach,3,0.1,AlwaysCooperate,0.005,0
Tabular Seach,3,0.1,RandomStrategy,0.52,0
Tabular Seach,3,0.1,GrimTrigger,0.01,0
Tabular Seach,3,0.1,ZDGTFT2,1,1
Tabular Seach,3,0.1,Extort2,0.89,0
Tabular Seach,3,0.1,HardJoss,0.945,0
Tabular Seach,3,0.1,GTFT,0.445,0
Tabular Seach,3,0.1,WSLS,0.335,0
Tabular Seach,3,0.1,HardMajo,0.995,0
Tabular Seach,3,0.1,Grudger,0.995,0
Tabular Seach,3,0.1,Prober,0.01,0
Tabular Seach,4,0.01,TFT,0.495,0
Tabular Seach,4,0.01,TitForTwoTats,1,1
Tabular Seach,4,0.01,ShortTermTitForTat,1,1
Tabular Seach,4,0.01,AlwaysDefect,0.005,0
Tabular Seach,4,0.01,AlwaysCooperate,0.005,0
Tabular Seach,4,0.01,RandomStrategy,0.53,0
Tabular Seach,4,0.01,GrimTrigger,0.985,0
Tabular Seach,4,0.01,ZDGTFT2,1,1
Tabular Seach,4,0.01,Extort2,0.57,0
Tabular Seach,4,0.01,HardJoss,0.65,0
Tabular Seach,4,0.01,GTFT,0.565,0
Tabular Seach,4,0.01,WSLS,0.335,0
Tabular Seach,4,0.01,HardMajo,0.975,0
Tabular Seach,4,0.01,Grudger,1,1
Tabular Seach,4,0.01,Prober,0.02,0
Tabular Seach,2,0.01,TFT,0.5,0
Tabular Seach,2,0.01,TitForTwoTats,0.25,0
Tabular Seach,2,0.01,ShortTermTitForTat,0.565,0
Tabular Seach,2,0.01,AlwaysDefect,0.005,0
Tabular Seach,2,0.01,AlwaysCooperate,1,1
Tabular Seach,2,0.01,RandomStrategy,0.205,0
Tabular Seach,2,0.01,GrimTrigger,0.005,0
Tabular Seach,2,0.01,ZDGTFT2,1,1
Tabular Seach,2,0.01,Extort2,0.21,0
Tabular Seach,2,0.01,HardJoss,1,0
Tabular Seach,2,0.01,GTFT,0.295,0
Tabular Seach,2,0.01,WSLS,0.005,0
Tabular Seach,2,0.01,HardMajo,0.995,0
Tabular Seach,2,0.01,Grudger,0.995,0
Tabular Seach,2,0.01,Prober,0.99,0
Tabular Seach,4,0.1,TFT,1,1
Tabular Seach,4,0.1,TitForTwoTats,1,1
Tabular Seach,4,0.1,ShortTermTitForTat,1,1
Tabular Seach,4,0.1,AlwaysDefect,0.01,0
Tabular Seach,4,0.1,AlwaysCooperate,0.005,0
Tabular Seach,4,0.1,RandomStrategy,0.35,0
Tabular Seach,4,0.1,GrimTrigger,0.015,0
Tabular Seach,4,0.1,ZDGTFT2,1,1
Tabular Seach,4,0.1,Extort2,0.91,0
Tabular Seach,4,0.1,HardJoss,0.715,0
Tabular Seach,4,0.1,GTFT,1,1
Tabular Seach,4,0.1,WSLS,0.665,1
Tabular Seach,4,0.1,HardMajo,0.5,0
Tabular Seach,4,0.1,Grudger,0.995,0
Tabular Seach,4,0.1,Prober,0.01,0
Tabular Seach,4,0.05,TFT,1,1
Tabular Seach,4,0.05,TitForTwoTats,0.375,0
Tabular Seach,4,0.05,ShortTermTitForTat,1,1
Tabular Seach,4,0.05,AlwaysDefect,0.985,0
Tabular Seach,4,0.05,AlwaysCooperate,0.005,0
Tabular Seach,4,0.05,RandomStrategy,0.445,0
Tabular Seach,4,0.05,GrimTrigger,0.01,0
Tabular Seach,4,0.05,ZDGTFT2,1,1
Tabular Seach,4,0.05,Extort2,0.705,0
Tabular Seach,4,0.05,HardJoss,0.51,0
Tabular Seach,4,0.05,GTFT,0.535,0
Tabular Seach,4,0.05,WSLS,0.335,0
Tabular Seach,4,0.05,HardMajo,0.5,0
Tabular Seach,4,0.05,Grudger,0.005,0
Tabular Seach,4,0.05,Prober,0.985,0
Tabular Seach,5,0.01,TFT,1,1
Tabular Seach,5,0.01,TitForTwoTats,1,1
Tabular Seach,5,0.01,ShortTermTitForTat,1,1
Tabular Seach,5,0.01,AlwaysDefect,0.005,0
Tabular Seach,5,0.01,AlwaysCooperate,0.005,0
Tabular Seach,5,0.01,RandomStrategy,0.465,0
Tabular Seach,5,0.01,GrimTrigger,0.01,0
Tabular Seach,5,0.01,ZDGTFT2,0.61,0
Tabular Seach,5,0.01,Extort2,0.675,0
Tabular Seach,5,0.01,HardJoss,0.965,0
Tabular Seach,5,0.01,GTFT,1,1
Tabular Seach,5,0.01,WSLS,1,1
Tabular Seach,5,0.01,HardMajo,0.5,0
Tabular Seach,5,0.01,Grudger,0.005,0
Tabular Seach,5,0.01,Prober,0.99,0
Tabular Seach,1,0.01,TFT,1,1
Tabular Seach,1,0.01,TitForTwoTats,1,1
Tabular Seach,1,0.01,ShortTermTitForTat,1,1
Tabular Seach,1,0.01,AlwaysDefect,1,0
Tabular Seach,1,0.01,AlwaysCooperate,0.005,0
Tabular Seach,1,0.01,RandomStrategy,0.005,0
Tabular Seach,1,0.01,GrimTrigger,1,1
Tabular Seach,1,0.01,ZDGTFT2,1,1
Tabular Seach,1,0.01,Extort2,1,0
Tabular Seach,1,0.01,HardJoss,0.515,0
Tabular Seach,1,0.01,GTFT,0.395,0
Tabular Seach,1,0.01,WSLS,0.005,0
Tabular Seach,1,0.01,HardMajo,1,0
Tabular Seach,1,0.01,Grudger,1,1
Tabular Seach,1,0.01,Prober,0.99,0
Tabular Seach,3,0.05,TFT,1,1
Tabular Seach,3,0.05,TitForTwoTats,0.425,0
Tabular Seach,3,0.05,ShortTermTitForTat,1,1
Tabular Seach,3,0.05,AlwaysDefect,0.005,0
Tabular Seach,3,0.05,AlwaysCooperate,0.005,0
Tabular Seach,3,0.05,RandomStrategy,0.235,0
Tabular Seach,3,0.05,GrimTrigger,0.005,0
Tabular Seach,3,0.05,ZDGTFT2,0.62,0
Tabular Seach,3,0.05,Extort2,0.895,0
Tabular Seach,3,0.05,HardJoss,0.92,0
Tabular Seach,3,0.05,GTFT,1,1
Tabular Seach,3,0.05,WSLS,1,1
Tabular Seach,3,0.05,HardMajo,0.99,0
Tabular Seach,3,0.05,Grudger,0.99,0
Tabular Seach,3,0.05,Prober,0.005,0
Tabular Seach,1,0.01,TFT,1,1
Tabular Seach,1,0.01,TitForTwoTats,0.4,0
Tabular Seach,1,0.01,ShortTermTitForTat,1,1
Tabular Seach,1,0.01,AlwaysDefect,0.005,0
Tabular Seach,1,0.01,AlwaysCooperate,0.005,0
Tabular Seach,1,0.01,RandomStrategy,0.515,0
Tabular Seach,1,0.01,GrimTrigger,0.005,0
Tabular Seach,1,0.01,ZDGTFT2,1,1
Tabular Seach,1,0.01,Extort2,1,0
Tabular Seach,1,0.01,HardJoss,1,0
Tabular Seach,1,0.01,GTFT,0.005,0
Tabular Seach,1,0.01,WSLS,0.335,0
Tabular Seach,1,0.01,HardMajo,0.505,0
Tabular Seach,1,0.01,Grudger,1,1
Tabular Seach,1,0.01,Prober,0.99,0
Tabular Seach,4,0.05,TFT,1,1
Tabular Seach,4,0.05,TitForTwoTats,0.4,0
Tabular Seach,4,0.05,ShortTermTitForTat,1,1
Tabular Seach,4,0.05,AlwaysDefect,0.01,0
Tabular Seach,4,0.05,AlwaysCooperate,0.005,0
Tabular Seach,4,0.05,RandomStrategy,0.345,0
Tabular Seach,4,0.05,GrimTrigger,0.02,0
Tabular Seach,4,0.05,ZDGTFT2,1,1
Tabular Seach,4,0.05,Extort2,0.865,0
Tabular Seach,4,0.05,HardJoss,0.56,0
Tabular Seach,4,0.05,GTFT,1,1
Tabular Seach,4,0.05,WSLS,0.665,1
Tabular Seach,4,0.05,HardMajo,0.99,1
Tabular Seach,4,0.05,Grudger,0.995,0
Tabular Seach,4,0.05,Prober,0.665,0
Tabular Seach,5,0.05,TFT,1,1
Tabular Seach,5,0.05,TitForTwoTats,0.445,0
Tabular Seach,5,0.05,ShortTermTitForTat,1,1
Tabular Seach,5,0.05,AlwaysDefect,0.01,0
Tabular Seach,5,0.05,AlwaysCooperate,0.005,0
Tabular Seach,5,0.05,RandomStrategy,0.435,0
Tabular Seach,5,0.05,GrimTrigger,0.01,0
Tabular Seach,5,0.05,ZDGTFT2,1,1
Tabular Seach,5,0.05,Extort2,0.765,0
Tabular Seach,5,0.05,HardJoss,0.595,0
Tabular Seach,5,0.05,GTFT,1,1
Tabular Seach,5,0.05,WSLS,1,1
Tabular Seach,5,0.05,HardMajo,0.99,1
Tabular Seach,5,0.05,Grudger,1,0
Tabular Seach,5,0.05,Prober,0.015,0
Tabular Seach,5,0.1,TFT,1,1
Tabular Seach,5,0.1,TitForTwoTats,0.375,0
Tabular Seach,5,0.1,ShortTermTitForTat,1,1
Tabular Seach,5,0.1,AlwaysDefect,0.005,0
Tabular Seach,5,0.1,AlwaysCooperate,0.005,0
Tabular Seach,5,0.1,RandomStrategy,0.24,0
Tabular Seach,5,0.1,GrimTrigger,0.025,0
Tabular Seach,5,0.1,ZDGTFT2,1,1
Tabular Seach,5,0.1,Extort2,0.76,0
Tabular Seach,5,0.1,HardJoss,0.785,0
Tabular Seach,5,0.1,GTFT,0.53,0
Tabular Seach,5,0.1,WSLS,1,1
Tabular Seach,5,0.1,HardMajo,0.505,0
Tabular Seach,5,0.1,Grudger,0.005,0
Tabular Seach,5,0.1,Prober,0.015,0
Tabular Seach,4,0.05,TFT,1,1
Tabular Seach,4,0.05,TitForTwoTats,0.335,0
Tabular Seach,4,0.05,ShortTermTitForTat,1,1
Tabular Seach,4,0.05,AlwaysDefect,0.005,0
Tabular Seach,4,0.05,AlwaysCooperate,0.005,0
Tabular Seach,4,0.05,RandomStrategy,0.275,0
Tabular Seach,4,0.05,GrimTrigger,0.01,0
Tabular Seach,4,0.05,ZDGTFT2,1,1
Tabular Seach,4,0.05,Extort2,0.765,0
Tabular Seach,4,0.05,HardJoss,0.495,0
Tabular Seach,4,0.05,GTFT,1,1
Tabular Seach,4,0.05,WSLS,0.425,0
Tabular Seach,4,0.05,HardMajo,0.99,1
Tabular Seach,4,0.05,Grudger,0.005,0
Tabular Seach,4,0.05,Prober,0.025,0
Tabular Seach,3,0.01,TFT,0.665,0
Tabular Seach,3,0.01,TitForTwoTats,0.4,0
Tabular Seach,3,0.01,ShortTermTitForTat,1,1
Tabular Seach,3,0.01,AlwaysDefect,0.995,0
Tabular Seach,3,0.01,AlwaysCooperate,1,1
Tabular Seach,3,0.01,RandomStrategy,0.125,0
Tabular Seach,3,0.01,GrimTrigger,1,1
Tabular Seach,3,0.01,ZDGTFT2,1,1
Tabular Seach,3,0.01,Extort2,0.17,0
Tabular Seach,3,0.01,HardJoss,0.75,0
Tabular Seach,3,0.01,GTFT,1,1
Tabular Seach,3,0.01,WSLS,1,1
Tabular Seach,3,0.01,HardMajo,0.035,0
Tabular Seach,3,0.01,Grudger,1,1
Tabular Seach,3,0.01,Prober,0.02,0
Tabular Seach,3,0.1,TFT,1,1
Tabular Seach,3,0.1,TitForTwoTats,0.4,0
Tabular Seach,3,0.1,ShortTermTitForTat,1,1
Tabular Seach,3,0.1,AlwaysDefect,0.005,0
Tabular Seach,3,0.1,AlwaysCooperate,0.005,0
Tabular Seach,3,0.1,RandomStrategy,0.115,0
Tabular Seach,3,0.1,GrimTrigger,0.995,0
Tabular Seach,3,0.1,ZDGTFT2,1,1
Tabular Seach,3,0.1,Extort2,0.95,0
Tabular Seach,3,0.1,HardJoss,1,0
Tabular Seach,3,0.1,GTFT,0.52,0
Tabular Seach,3,0.1,WSLS,1,1
Tabular Seach,3,0.1,HardMajo,0.5,0
Tabular Seach,3,0.1,Grudger,0.01,0
Tabular Seach,3,0.1,Prober,0.985,0
Tabular Seach,4,0.01,TFT,1,1
Tabular Seach,4,0.01,TitForTwoTats,0.5,0
Tabular Seach,4,0.01,ShortTermTitForTat,0.555,0
Tabular Seach,4,0.01,AlwaysDefect,0.015,0
Tabular Seach,4,0.01,AlwaysCooperate,0.005,0
Tabular Seach,4,0.01,RandomStrategy,0.41,0
